Title,Form-factor,Category of BCI,reality factor,neurafictionality,neuroptimism,BCI forecast,Near Future,prediction,,Name of BCI,Image,Cover,Date,Type of Media (tentative),Utopia/Dystopia - tech-wise,Level of invasiveness,Description,Keywords,Author/Directed by,Distributed by,Production Company,Link,Publisher (Novels/Games),Quotes,Notes,Year,Utopia/Dystopia in the media,years since publication,RF: advertisement,RF: communication,RF: consciousness,RF: control of the user,RF: dreams,RF: emotions,RF: knowledge upload,RF: linking,RF: memory,RF: perception,RF: practical,RF: reading thoughts,RF: reality,RF: recording brain activity,RF: rehabilitation,RF: robot/object control,RF: sensation,RF: stimulation,RF: storage,RF: telepathy,RF: termination,RF: tracking,RF: transfer,prediction,BCIF: communication,NF: communication,TO: communication,reality factor check,,,,,,,,,,,,,,Category,reality factor,neurafictionality,neuro-optimism,BCI forecast,,Total Works
The Adjustment Bureau,tool,memory,0.180327869,0.06875,0.38125,61,50,2071,,,"Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-07-06_at_5.48.10_PM.png, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-07-06_at_5.48.22_PM.png, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-07-06_at_5.48.32_PM.png, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-07-06_at_5.48.41_PM.png",Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/MV5BMzc0ZDcwZTYtOWUzZi00NDE4LWI4NjgtMWVjZTUyYTA2ZTNhXkEyXkFqcGdeQXVyNTIzOTk5ODM._V1_UY1200_CR14906301200_AL_.jpg,1-Jul-11,"Movie, Short Story",dystopia,Non-invasive,erasing memories,,George Nolfi,Universal Pictures,"Gambit Pictures, Media Rights Capital",,,,,2011,Dystopia,11,,,,,,,,,0.180327869,0.180327869,,,,,,,,,,,,,,2071,,,,0.180327869,,,,,,,,,,,,,,,,,,,,
Infinite,MRI,memory,0.006622517,0.006666667,1.006666667,151,150,2171,,,"Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-07-06_at_4.55.41_PM.png, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-07-06_at_4.56.06_PM.png, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-07-06_at_4.56.54_PM.png, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-07-06_at_4.57.07_PM.png, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-07-06_at_4.57.20_PM.png, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/IN-18967_RT-1-620x400.jpg",Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/MV5BZTU5MmY0ZjctYTNlOS00MDIyLWJkZTAtNzBiOTkyNWI5MGY2XkEyXkFqcGdeQXVyNTc4MjczMTM._V1_.jpg,6-Jul-21,Movie,"dystopia, utopia",Non-invasive,MRI-like machine to revive memories from previous lives,,Antoine Fuqua,Paramount+,Paramount Pictures,,,,,2021,"Dystopia, Utopia",1,,,,,,,,,0.006622517,0.006622517,,,,,,,,,,,,,,2171,,,,0.006622517,,,,,,,,,,,,,,,,,,,,
Infinite,chip,storage,0.006622517,0.006666667,1.006666667,151,150,2171,,,"Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-07-06_at_4.58.31_PM.png, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-07-06_at_4.58.00_PM.png, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-07-06_at_4.58.19_PM.png, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-07-06_at_4.58.10_PM.png, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-07-06_at_4.57.50_PM.png",Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/MV5BZTU5MmY0ZjctYTNlOS00MDIyLWJkZTAtNzBiOTkyNWI5MGY2XkEyXkFqcGdeQXVyNTc4MjczMTM._V1_.jpg,6-Jul-21,Movie,dystopia,Non-invasive,chip to store consciousness of the person,,Antoine Fuqua,Paramount+,Paramount Pictures,,,,,2021,"Dystopia, Utopia",1,,,,,,,,,,0.006622517,,,,,,,,,0.006622517,,,,,2171,,,,0.006622517,,,,,,,,,,,,,,,,,,,,
Infinite,tank with water,memory,0.006622517,0.006666667,1.006666667,151,150,2171,,,"Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-07-06_at_4.59.12_PM.png, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-07-06_at_4.59.49_PM.png, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-07-06_at_5.00.44_PM.png, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-07-06_at_5.00.55_PM.png, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-07-06_at_5.01.09_PM.png",Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/MV5BZTU5MmY0ZjctYTNlOS00MDIyLWJkZTAtNzBiOTkyNWI5MGY2XkEyXkFqcGdeQXVyNTc4MjczMTM._V1_.jpg,6-Jul-21,Movie,"dystopia, utopia",Non-invasive,tank with water to extend a near-death experience to revive the memories,,Antoine Fuqua,Paramount+,Paramount Pictures,,,,,2021,"Dystopia, Utopia",1,,,,,,,,,0.006622517,0.006622517,,,,,,,,,,,,,,2171,,,,0.006622517,,,,,,,,,,,,,,,,,,,,
Infinite,bullet,termination,0.006622517,0.006666667,1.006666667,151,150,2171,,,"Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-07-06_at_4.51.44_PM.png, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-07-06_at_5.07.41_PM.png",Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/MV5BZTU5MmY0ZjctYTNlOS00MDIyLWJkZTAtNzBiOTkyNWI5MGY2XkEyXkFqcGdeQXVyNTc4MjczMTM._V1_.jpg,6-Jul-21,Movie,"dystopia, utopia",Non-invasive,A weapon to prevent reincarnation and transfer of consiousness,,Antoine Fuqua,Paramount+,Paramount Pictures,,,,,2021,"Dystopia, Utopia",1,,,0.006622517,,,,,,,,,,,,,,,,,,0.006622517,,,2171,,,,0.006622517,,,,,,,,,,,,,,,,,,,,
StarCraft,helmet,memory,0.193548387,0.138728324,0.716763006,124,100,2121,,memory wipe,"Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Nova_SC-GA1_Head3.jpg, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Nova_TheKeep_Comic1.jpeg",Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/StarCraft_Logo.png,1-Jan-98,game,dystopia,Non-invasive,"A memory wipe (a.k.a. mind wipe) is the removal of an individual's memories. It is utilized by the Ghost Program, begun when the shortcomings of the psychic dampener became apparent in the wake of Sarah Kerrigan's defection in 2491. As such, memory wipes became standard operating procedure, allowing for more permanent control of its ghost agents, along with helping conceal information. Memory wipes ceased to be mandatory for ghost agents after Valerian Mengsk came to power.
The memory assignment protocol is run by an electrical device based in a neuro-lab which nullifies the use of psychic powers. In 2501, it was generally operated by Superintendent Sarco Angelini, himself a ghost.
Nova about to undergo a mind wipe
In addition to long-term wipes, a wipe can be used to erase memories from a specific span of time. The device wouldn't be used on a severely injured ghost, however. Some residual memories may reside in the subject after a memory wipe, which can possibly influence their personality on the sub-conscious level.
Terrazine can reverse the effects of a memory wipe through its rejuvenation of a telepath's brain cells. In addition, some forms of psychic trauma, such as that inflicted on Gabriel Tosh, also render memory wipes ineffective. In a more practical sense, ghosts can potentially learn of their previous missions by way of stored files, though these files require top-level clearance to access, with said access being doled out on a need to know basis.",,,,,,,,,1998,Dystopia,24,,,,,,,,,0.193548387,0.193548387,,,,,,,,,,,,,,2121,,,,0.193548387,,,,,,,,,,,,,,,,,,,,
StarCraft,implant,"control of the user, manipulation",0.193548387,0.138728324,0.716763006,124,100,2121,,psi-inhibitor ,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/PsiInhibitor_SC-FL3_Comic1.JPG.jpeg,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/StarCraft_Logo%201.png,1-Jan-98,game,dystopia,Invasive,"The psi-inhibitor is a specialized neural inhibitor which was used by the Terran Dominion's Project Gestalt to control protoss prisoners.
When implanted on a protoss' brain, it prevented them from accessing the Khala or doing anything other than communicate telepathically. They could be controlled at range to change the amount of restriction.",prison,,,,,,,,1998,Dystopia,24,,0.193548387,,0.193548387,,,,,,0.193548387,,,,,,,0.193548387,,,,,,,2121,124,0.138728324,0.716763006,0.193548387,,,,,,,,,,,,,,,,,,,,
StarCraft,implant,"control of the user, emotions",0.324324324,0.138728324,0.427745665,74,50,2071,,Neural inhibitor                      neuro-adjuster                     psychic dampener,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/LukeKeegan_SC-FL2_A_Ghost_Story_Comic1.jpeg,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/StarCraft_Logo%202.png,1-Jan-98,game,dystopia,Invasive,"Neural inhibitors (also known as neuro-adjusters or psychic dampeners) are cybernetic implants that were used by the Confederate Ghost Program (and later, the Dominion) to control their ghost agents through keeping their aggression levels and behavioral patterns in check. These devices weaken their psionic powers, and by extension, make it easier for ghosts to screen out the thoughts of other individuals. Implanted in the brain, neural inhibitors can regulate brain and blood chemistry and reroute neural pathways in order to keep the ghost's emotional state in check. The implants can be fatal and their method of operation is very similar to neural resocialization, but ""much worse"".
The location of neural inhibitors can be tracked by some officers, both Confederate and Dominion.The implantation process leaves scarred tissue.
The drawback to neural inhibitors is that they can be surgically removed, or in rare cases, malfunction. Upon the defection of Sarah Kerrigan, psychic dampeners were abandoned by the Confederacy in favor of the more effective memory wipe technique. However, previously-implanted ghosts (such as Devon Starke) usually did not have their dampeners removed. Ghosts who retained them that became spectres under Project Shadow Blade had their inhibitors removed in order to avoid detection. Some ghosts have used their psionic powers to disable their inhibitors, though such a procedure comes at a great risk.
The Dominion utilizes both the mind wipe technique and neural inhibitors.
After the End War, the Terran Dominion developed a device that could partially undo the effects of memory alteration by delivering an electric pulse through a neural inhibitor.",,,,,,,,,1998,Dystopia,24,,0.324324324,,0.324324324,,0.324324324,,,,0.324324324,,,,,,,,,,,,,,2071,74,0.138728324,0.427745665,0.324324324,,,,,,,,,,,,,,,,,,,,
X2: X-Men United,helmet,control of the user,0.159663866,0.113095238,0.708333333,119,100,2121,,Neural Inhibitor,"Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Inhibitor-622.jpeg, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Inhibitor-676.jpeg, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Neural_Inhibitor.jpeg, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-06-25_at_20.17.43.png, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-06-25_at_20.17.37.png, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-06-25_at_20.15.03.png, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-06-25_at_20.14.56.png, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Z25jN-2.jpg",Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/X2_poster.jpg,1-Jan-03,Movie,dystopia,Non-invasive,"The Neural Inhibitor is a piece of equipment designed by William Stryker to suppress the mental abilities of telepaths. Used on Professor X while he was held captive at Stryker's base underneath Alkali Lake. The device was developed to prevent telepathic mutants from reading the minds of others. It was also used to make Professor X vulnerable to Jason Stryker's illusions. Once Xavier was firmly under Jason's control, the device was no longer needed.",,Bryan Singer,20th Century Fox,"Bad Hat Harry, Marvel Studios",,,"""I call it the neural inhibitor. It keeps you outta here.""
―William Stryker",,2003,Dystopia,19,,0.159663866,,0.159663866,,,,,,,,,,,,,,,,,,,,2121,119,0.113095238,0.708333333,0.159663866,,,,,,,,,,,,,,,,,,,,
Demolition Man,helmet,emotions,0.367088608,0.162921348,0.443820225,79,50,2071,,,"Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/demomansexmac.jpg, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/demolition-man.jpg, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/HKYKs.jpg, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-06-19_at_6.02.29_PM.png",Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Demolition_man.jpg,1-Jan-93,Movie,"dystopia, utopia",Non-invasive,"When Lenina makes an offer to John Spartan for “sex” in Demolition Man, it turns out to be a meeting of the pleasure centers of their minds. To perform the act, they sit a few feet apart and don one of a pair of headgear, then close their eyes and relax. The headgear has a small red light to indicate that it is on. Each feels pleasure and sees psychedelic, sensual images of the other. Disconcerted with the unfamiliar, virtual nature of the experience, Spartan removes the headgear before climax, so there’s no indication of how the interaction ordinarily culminates",pleasure,Marco Brambilla,Warner Bros. Pictures,Silver Pictures,,,,,1993,"Dystopia, Utopia",29,,,,,,0.367088608,,,,0.367088608,,,,,,,,,,,,,,2071,,,,0.367088608,,,,,,,,,,,,,,,,,,,,
eXistenZ,implant,XR,0.18699187,0.13372093,0.715116279,123,100,2121,,,"Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-06-19_at_6.01.16_PM.png, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-06-19_at_6.01.22_PM.png, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-06-19_at_6.01.27_PM.png, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/unnamed-2.jpg, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/existenz_600.jpg, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/eXistenZ-1999-movie-7-450x250.jpg, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/1d3f68d2e353ad3a635817a42fab200a.jpg, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/eXistenZ-2.jpg",Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/EXISTENZ.jpg,1-Jan-99,Movie,"dystopia, utopia","Invasive, Non-invasive","The real-world system uses headgear and a controller in the player’s hands. The in-game biological system has similar controls for the player’s hands, but the other component is a spinal jack with a cord that looks  like an umbilical cord.",,David Cronenberg,Alliance Atlantis,"Canadian TV Fund, Dimension Films",,,,,1999,"Dystopia, Utopia",23,,,,,,,,,,0.18699187,,,0.18699187,,,,,,,,,,,2121,,,,0.18699187,,,,,,,,,,,,,,,,,,,,
Paycheck,helmet,memory,0.131944444,0.113095238,0.857142857,144,125,2146,,,"Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/MV5BMTI1OTYyODE1MF5BMl5BanBnXkFtZTYwNTAxNzc3._V1_UX180_CR00180180_AL_.jpg, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-06-19_at_5.46.48_PM.png",Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Paycheck_filmposter.jpg,1-Jan-03,Movie,dystopia,Non-invasive,device for wiping memory,,John Woo,"DreamWorks Pictures, Paramount Pictures","Davis Entertainment, Lion Rock Entertainment",,,,,2003,Dystopia,19,,,,,,,,,0.131944444,0.131944444,,,,,,,,,,,,,,2146,,,,0.131944444,,,,,,,,,,,,,,,,,,,,
The Adjustment Bureau,tool,memory,0.080882353,0.06875,0.85,136,125,2146,,,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/088434RB.jpg,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/MV5BMzc0ZDcwZTYtOWUzZi00NDE4LWI4NjgtMWVjZTUyYTA2ZTNhXkEyXkFqcGdeQXVyNTIzOTk5ODM._V1_.jpg,1-Jan-11,Movie,dystopia,Non-invasive,"The devices used to alter memories are handheld cylinders, but one shines lines of light into the subject’s eyes, and the other ends in an illuminated disk held near the subject’s temple.",,George Nolfi,Universal Pictures,"Gambit Pictures, Media Rights Capital",,,,,2011,Dystopia,11,,,,,,,,,0.080882353,0.080882353,,,,,,,,,,,,,,2146,,,,0.080882353,,,,,,,,,,,,,,,,,,,,
"StarGate SG-1, “Lost City”",lifeform,knowledge upload,0.125874126,0.107784431,0.856287425,143,125,2146,,,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/lostcitypart1.jpg,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/7838593_so.jpg,1-Jan-04,TV Series,"dystopia, utopia",Non-invasive,"Colonel O’Neil is grabbed by a piece of fluid architecture, and alien information
is painfully forced into his brain",,"Brad Wright, Jonathan Glassner",MGM Television Distribution,MGM Television,,,,,2004,"Dystopia, Utopia",18,,,,,,,0.125874126,,,0.125874126,,,,,,,,,,,,,,2146,,,,0.125874126,,,,,,,,,,,,,,,,,,,,
"Chuck, S1 EP1 ""Versus the Intersect""",software,knowledge upload,1,0.091463415,0.091463415,15,0,2021,,,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-06-19_at_5.35.29_PM.png,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/chuck_pickup.jpg,1-Jan-07,TV Series,dystopia,Non-invasive,subliminal data transmission via ordinary computer - government secrets which are subconsciously transmitted into his brain.,,McG,Warner Bros. Television,"College Hill Pictures Inc., Warner Bros. Television",,,,,2007,"Dystopia, Utopia",15,,,,,,,1,,,1,,,,,,,,,,,,,,2021,,,,1,,,,,,,,,,,,,,,,,,,,
"Chuck, S2 E3 ""Chuck Versus the Break-Up""",glasses,knowledge upload,0.21875,0.085889571,0.392638037,64,50,2071,,Intersect Glasses,"Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/f085de778cb275bea580f05feabc0fb4.jpg, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Chuck-S5x07-Shaw-puts-on-the-Intersect-glasses.jpg, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Intersect_update_Glasses.jpg",Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/51D9XSZpPeL._SL500_.jpg,1-Jan-08,TV Series,"dystopia, utopia",Non-invasive,Intersect Glasses are glasses that contain a portion of if not complete files for the Intersect.,,Robert Duncan McNeil,Warner Bros. Television,"College Hill Pictures Inc., Warner Bros. Television",,,,,2008,"Dystopia, Utopia",14,,,,,,,0.21875,,,0.21875,,,,,,,,,,,,,,2071,,,,0.21875,,,,,,,,,,,,,,,,,,,,
Chrysalis,chair,memory,0.130434783,0.091463415,0.701219512,115,100,2121,,,"Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-06-19_at_5.19.12_PM.png, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-06-19_at_5.19.21_PM.png, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-06-19_at_5.19.27_PM.png",Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/220px-Chrysalisposter.jpg,1-Jan-07,Movie,dystopia,Non-invasive,"The device is meant to “shape memories,” but a gangster is using it to implant memories.",,Julien Leclercq,Gaumont,"Gaumont, TF1 Films Productions",,,,,2007,Dystopia,15,,,,,,,,,0.130434783,0.130434783,,,,,,,,,,,,,,2121,,,,0.130434783,,,,,,,,,,,,,,,,,,,,
"Dollhouse, S1 EP9 “Spy in the House of Love”",chair,knowledge upload,0.094202899,0.080246914,0.851851852,138,125,2146,,,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/41R1SzvKJgL._SX268_.jpg,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/81beXd9-AnL._SY445_.jpg,1-Jan-09,TV Series,dystopia,Non-invasive,Dollhouse procedure in which new personalities and memories are uploaded into human “dolls”,,David Solomon,20th Television,"20th Century Fox Television, Mutant Enemy Productions",,,,,2009,Dystopia,13,,,,,,,0.094202899,,,0.094202899,,,,,,,,,,,,,,2146,,,,0.094202899,,,,,,,,,,,,,,,,,,,,
