Title,Name of BCI,Form-factor,Category of BCI,Date,Type of Media (tentative),Utopia/Dystopia - tech-wise,Level of invasiveness,reality factor,neurafictionality,neuroptimism,BCI forecast,Description,Keywords,Author/Directed by,Distributed by,Production Company,Near Future,Year,Utopia/Dystopia in the media,years since publication,prediction
AI: The Somnium Files,Psyncing,implant,"XR, control of the user, dreams, manipulation",1-Jan-19,game,dystopia,Invasive,0.0234375,0.019736842,0.842105263,128,"a direct neural interface is used to invasively interface the thoughts and dreams of two individuals to the extent that one person could forcibly extract information from another person's brain. Although the ethics of it are not discussed much, the significant concerns presented by this sort of technology, such as blending of the minds of connected individuals or trading thereof, and forced invasive interfacing are brought up and form part of the core narrative. AI: The Somnium Files takes place in a technologically advanced near-future Tokyo, and follows Special Agent Kaname Date of the top-secret police department ABIS (Advanced Brain Investigation Squad). ABIS investigates crimes through a process called ""Psyncing,"" in which a Psyncer such as Date explores the Somnium, or dream world, of persons of interest in a case. Psyncing is a powerful process that can often retrieve clues the subject is only subconsciously aware of, but it is limited to a maximum of six minutes for the Psyncer and subject's safety.
Date is assisted by an artificial intelligence housed in his cybernetic left eye named Aiba, who can communicate with Date via an artificial nerve, provide him with enhanced vision modes such as X-Ray and night vision, and hack various electronics. Aiba also assists Date's dream world investigations by acting as his avatar in Somnium.",mind-sharing,Spike Chunsoft,,Spike Chunsoft,125,2019,Dystopia,3,2146
Futurama,Brain Slug,lifeform,control of the user,1-Jan-00,sitcom,dystopia,Non-invasive,0.180327869,0.128654971,0.713450292,122,"Brain Slugs are a species of space parasite that attaches its jelly-like body to a person's head and takes control of their brain. The specimen is green in color and consists of a translucent jelly-like body complete with two feelers and one large eyeball. An adult brain slug is about the size of a fist. A person who has been possessed by a brain slug is most likely to adopt a monotone voice and will do everything in its power to aid the spreading of the brain slug population across the universe. The easiest way to tell if someone is infected is the Brain Slug mass which sits atop of their head. Although the Brain Slug is in control of the host, the human is still aware of itself and the parasite's presence, which Hermes referred to as a 'nightmare'. The recommended procedure to deal with a Brain Slug victim is to act natural and switch to a garlic shampoo. Another way to avoid being possessed is to wear a helmet. Fortunately, the brain slug is not the most intelligent of creatures and can be removed quite simply without significantly harming the host human's head. Once removed from the afflicted victim's head, the person immediately returns to normal.","manipulation, parasites",Matt Groening,20th Television,"20th Century Fox Television, Rough Draft Studios, The Curiosity Company",100,2000,Dystopia,22,2121
Sword Art Online,AmuSphere,helmet,"XR, control of the user, emotions, linking, manipulation",1-Jan-09,"Anime, Movie, Novel, game","dystopia, utopia",Non-invasive,0.565217391,0.080246914,0.141975309,23,"The AmuSphere's design incorporates various sensors that continually monitor blood pressure and brain waves and provoke a safety logout feature in case that the person's status becomes abnormal. In addition, the AmuSphere does not completely block out signals from the body, like NerveGear did, so some players may pay extra for specialized rooms designed to make the experience in the virtual world more real by excluding the sounds and sensations from the outside.",gaming,Reki Kawahara,Aniplex,A-1 Pictures,10,2009,"Dystopia, Utopia",13,2031
X-Men,Cerebro,helmet,"manipulation, reading thoughts, telepathy",1-Jan-64,"Movie, comics, game",dystopia,Non-invasive,0.278846154,0.280193237,1.004830918,208,"Cerebro amplifies the brainwaves of the user. In the case of telepaths, it enables the user to detect traces of others worldwide, also able to distinguish between humans and mutants. Depictions of its inherent strength have been inconsistent; at times in the storylines it could detect mutated aliens outside of the planet, when at others it could only scan for mutants' signatures in the United States. It is not clear whether it finds mutants by the power signature they send out when they use their powers or by the presence of the X-gene in their body; both methods have been used throughout the comics.
Using Cerebro can be extremely dangerous, and telepaths without well-trained, disciplined minds put themselves at great risk when attempting to use it. This is due to the psychic feedback that users experience when operating Cerebro. As the device greatly enhances natural psychic ability, users who are unprepared for the sheer enormity of this increased psychic input can be quickly and easily overwhelmed, resulting in insanity, coma, permanent brain damage or even death. The one exception has been Magneto, who has been said to have minor or latent telepathic abilities as well as experience amplifying his mental powers with mechanical devices of his own design. Some mutants have learned to shield themselves from Cerebro, usually via their own telepathic ability. Magneto can shield himself from the device through use of minimal telepathic powers; in the film series, he does so with a specially constructed helmet. Originally, Cerebro was a device similar to a computer that was built into a desk in Xavier's office. This early version of Cerebro operated on punched cards, and did not require a user (telepathic or otherwise) to interface with it. A prototype version of Cerebro named Cyberno was used by Xavier to track down Cyclops in the ""Origins of the X-Men"" back-up story in X-Men Volume 1 #40. In the first published appearance of Cerebro, X-Men Volume 1 #7, Professor X left the X-Men on a secret mission (to find Lucifer) and left Cerebro to the new team leader, Cyclops, who used it to keep track of known evil mutants and to find new evil mutants. The device also warned the X-Men of the impending threat posed by the non-mutant Juggernaut prior to that character's first appearance. Later, the device was upgraded to the larger and more familiar telepathy-based technology with its interface helmet. More recently, following the example set by the X-Men films, Cerebro has been replaced by Cerebra (referred to as Cerebro's big sister), a machine the size of a small room in the basement of Xavier's School For Higher Learning. Though designed to resemble the movie version of Cerebro, Cerebra is much smaller than the films' version. It resembles a pod filled with a sparkling fog that condenses into representations of mental images.",,"Jack Kirby, Stan Lee",20th Century Fox,"20th Century Fox, Marvel Studios",150,1964,Utopia,58,2171
Star Trek: Deep Space Nine,synaptic stimulator,implant,"manipulation, reading thoughts, telepathy",1-Jan-99,"Movie, TV Series, comics, game",dystopia,Invasive,0.315068493,0.13372093,0.424418605,73,"A synaptic stimulator was a small device capable of directly accessing an individual's nervous system.
The Akritirian culture of the Delta Quadrant utilized synaptic stimulators as a form of control over their prison population. Known as ""the clamp,"" it operated by stimulating the production of acetylcholine in the victim's hypothalamus, essentially helping to stimulate one's aggressive tendencies. This ensured that prisoners constantly fought among themselves, instead of organizing and potentially posing a threat to order.",prison,"Michael Pillar, Rick Berman",Paramount Pictures,Paramount Television,50,1999,Dystopia,23,2071
Star Trek (2009),Thought Maker,tool,manipulation,1-Jan-09,"Movie, TV Series, comics, game",dystopia,non-contact,0.393939394,0.080246914,0.203703704,33,"A thought maker was a device designed to control the neural activity or ""brainwash"" the humanoid brain, making the subject highly susceptible to suggestion. It was illegal to use or even possess one of these devices.
It was also called a ‘mind-altering machine’.","brainwash, suggestions","Alex Kurtzman, J. J. Abrams, Roberto Orci",Paramount Pictures,"Bad Robot Productions, Spyglass Entertainment",20,2009,Dystopia,13,2041
Star Trek: The Original Series,Neural neutralizer,tool,"emotions, manipulation, reading thoughts",1-Jan-66,"Movie, TV Series, comics, game",dystopia,Non-invasive,0.736842105,0.273170732,0.370731707,76,"The neural neutralizer was essentially a beam emitter, a round orange lens that was located in a treatment room, above a chair in which the patient sat. A windowed alcove, connected to the room, housed a control panel, which was used for manually operating the device, and space for the therapist, who could view the patient through the window.
The neural neutralizer was somewhat effective as a means of implanting suggestions. It created in the patient a profound sense of loneliness, also described as an ""emptiness"". Anything said to the patient while he was in this state would become his own thoughts. The effectiveness varied according to the complexity of the suggestion, the number of times it had been repeated, the volume of the beam, the strength of the patient's will, and the degree to which the suggestion was opposed by his own desires. Long term or repeated exposure could produce profound mental illness and synaptic damage. Additionally, the ""emptying"" effect could be immediately lethal.",suggestions,Gene Roddenberry,NBC Universal Television,"Desilu Productions, Paramount Television",20,1966,Dystopia,56,2041
 Star Trek: Insurrection,Neurogenic field,N/A,manipulation,1-Jan-98,"Movie, comics, game",dystopia,N/A,1,0.138728324,0.138728324,24,"A neurogenic field is an energy form produced by certain lifeforms, capable of inducing extremely realistic illusions in the minds of others.",simulations,Jonathan Frakes,Paramount Pictures,Paramount Pictures,0,1998,Dystopia,24,2021
Stars in My Pocket Like Grains of Sand,Radical Anxiety Termination (RAT),N/A,"emotions, manipulation",1-Jan-84,Novel,dystopia,N/A,0.336283186,0.203208556,0.604278075,113,"Radical Anxiety Termination (RAT), a procedure that eliminates all mental distress but also renders the patient incapable of self-determination.",cooperation,Samuel  R. Delany,,,75,1984,Dystopia,38,2096
Axiomatic,neural mod,drug,manipulation,1-Jan-95,Novel,dystopia,N/A,0.84375,0.153409091,0.181818182,32,"""neural mods"", usually presented as small tubes containing powder inhaled through the nose, which alter the brains of their users",manipulation,Greg Egan,,,5,1995,Dystopia,27,2026
Avatar,Avatar Control Link ,MRI,"consciousness transfer, linking",1-Jan-09,Movie,utopia,Non-invasive,0.094202899,0.080246914,0.851851852,138,"Avatar Control Link, Bed Unit, Link Unit. An avatar driver uses a whole-body remote neural interface to control and animate the avatar body. These link units are located in a dedicated facility, such as that installed at the Hell's Gate base on Pandora. The link beds outwardly resemble MRI scanners, with the operator reclining inside an enclosed capsule. The capsule incorporates neural collection and feedback loops for control transmission and reception of sensory information from the avatar body. The link capsule also continuously monitors operator vital signs and avatar operational parameters. In the event of an abnormality, the link is discontinued immediately or referred to a BioLab technician for further analysis.
To initiate the link, the operator clears his or her mind and enters a transit state of consciousness while the link is established. Once operator-avatar connection quality stabilizes above 99%, the link is set to active; the operator then immediately 'wakes up' inside the avatar body. The operator's own neurotransmitters then cause atonia, disconnecting the operator's natural body from the movements played out by the avatar. Continuous link times vary by individual operator; a new operator may tire and prematurely disconnect from the avatar after only a few minutes, while an experienced driver is capable of several hours or even days link time. Upon disconnection, either by emergency fail-safe or the operator's conscious command, the avatar reverts to a static sleep state, while the operator's consciousness is awakened safely in his or her own body. Disorientation is common upon return, although experience reduces downtime. Emergency disconnections are dangerous, potentially resulting in shock to the human operator and damage to the avatar itself. Catastrophic damage to the avatar, resulting in its biological death, has the same effect.
Avatar operations are limited by the need for the human operator to sleep, rest, and eat. Similarly, the avatar body must be maintained through periods of activity alternating with sleep/disconnection time as well as by consumption of fluids and foodstuffs.
The link machinery is small enough to allow for field operation where link transmission range may become an issue. Compact field bases feature a bank of three ruggedized link beds. Basic science/accommodation facilities are included with embedded power and air filtration, making them fully self-sufficient for short sorties into the Pandoran jungle. The field base can be air-lifted using a Samson air transport to reach remote locations. Although occasionally prone to 'glitches', transmission strength is strong enough to ensure link integrity even in extreme environments such as the flux vortices found in the Hallelujah Mountains of Pandora.
",military,James Cameron,20th Century Fox,"20th Century Fox, LightStorm Entertainment",125,2009,Utopia,13,2146
